# version=PROB-62-v1.0.0
# fields=id|category|name|speeds|N|A|B|safeA|firstA|safeB|firstB|fullQ2A|fullQ3A|fullQ2B|fullQ3B|robH_A|robQ2A|robQ3A|robH_B|robQ2B|robQ3B|sliceBest|sliceDeficits|affineMargin|affineH|affinePairs|affineUnion|residual
000163|box_n2_H30|b000151|10,19|3|10|19|8|1|14|2|8|8|14|14|8,0,0,0|8|8|14,0,0,0|14|14|11|11,11|2|0|2|0|0
000164|box_n2_H30|b000152|10,21|3|10|21|6|2|14|4|6|6|14|14|6,0,0,0|6|6|14,0,0,0|14|14|10|10,10|1|2|1|0|0
000165|box_n2_H30|b000153|10,23|3|10|23|8|2|16|4|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|2|0|2|0|0
000166|box_n2_H30|b000154|10,27|3|10|27|6|4|18|4|6|6|18|18|6,0,0,0|6|6|18,0,0,0|18|18|12|12,12|1|2|1|0|0
000167|box_n2_H30|b000155|10,29|3|10|29|8|10|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|2|0|2|0|0
000168|box_n2_H30|b000156|11,12|3|11|12|8|1|8|2|8|8|8|8|8,0,0,0|8|8|8,0,0,0|8|8|8|8,8|1|1|1|0|1
000169|box_n2_H30|b000157|11,13|3|11|13|8|1|10|2|8|8|10|10|8,0,0,0|8|8|10,0,0,0|10|10|9|9,9|2|0|2|0|1
000170|box_n2_H30|b000158|11,14|3|11|14|8|1|10|2|8|8|10|10|8,0,0,0|8|8|10,0,0,0|10|10|9|9,9|2|0|2|0|1
000171|box_n2_H30|b000159|11,15|3|11|15|8|1|10|2|8|8|10|10|8,0,0,0|8|8|10,0,0,0|10|10|9|9,9|1|1|1|0|1
000172|box_n2_H30|b000160|11,16|3|11|16|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|2|0|2|0|1
000173|box_n2_H30|b000161|11,17|3|11|17|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|2|0|2|0|0
000174|box_n2_H30|b000162|11,18|3|11|18|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|1|1|1|0|0
000175|box_n2_H30|b000163|11,19|3|11|19|8|1|14|2|8|8|14|14|8,0,0,0|8|8|14,0,0,0|14|14|11|11,11|2|0|2|0|0
000176|box_n2_H30|b000164|11,20|3|11|20|8|1|14|2|8|8|14|14|8,0,0,0|8|8|14,0,0,0|14|14|11|11,11|2|0|2|0|0
000177|box_n2_H30|b000165|11,21|3|11|21|8|1|14|2|8|8|14|14|8,0,0,0|8|8|14,0,0,0|14|14|11|11,11|1|1|1|0|0
000178|box_n2_H30|b000166|11,23|3|11|23|8|2|16|4|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|2|0|2|0|0
000179|box_n2_H30|b000167|11,24|3|11|24|8|2|16|4|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|1|1|1|0|0
000180|box_n2_H30|b000168|11,25|3|11|25|8|2|18|4|8|8|18|18|8,0,0,0|8|8|18,0,0,0|18|18|13|13,13|2|0|2|0|0
000181|box_n2_H30|b000169|11,26|3|11|26|8|2|18|4|8|8|18|18|8,0,0,0|8|8|18,0,0,0|18|18|13|13,13|2|0|2|0|0
000182|box_n2_H30|b000170|11,27|3|11|27|8|2|18|4|8|8|18|18|8,0,0,0|8|8|18,0,0,0|18|18|13|13,13|1|1|1|0|0
000183|box_n2_H30|b000171|11,28|3|11|28|8|4|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|2|0|2|0|0
000184|box_n2_H30|b000172|11,29|3|11|29|8|4|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|2|0|2|0|0
000185|box_n2_H30|b000173|11,30|3|11|30|8|4|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|1|1|1|0|0
000186|box_n2_H30|b000174|12,13|3|12|13|8|1|8|2|8|8|8|8|8,0,0,0|8|8|8,0,0,0|8|8|8|8,8|1|2|1|0|1
000187|box_n2_H30|b000175|12,17|3|12|17|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|1|1|1|0|1
000188|box_n2_H30|b000176|12,19|3|12|19|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|1|2|1|0|0
000189|box_n2_H30|b000177|12,23|3|12|23|8|1|16|2|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|1|1|1|0|0
000190|box_n2_H30|b000178|12,25|3|12|25|8|2|16|4|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|1|2|1|0|0
000191|box_n2_H30|b000179|12,29|3|12|29|8|2|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|1|1|1|0|0
000192|box_n2_H30|b000180|13,14|3|13|14|10|1|10|2|10|10|10|10|10,0,0,0|10|10|10,0,0,0|10|10|10|10,10|2|0|2|0|1
000193|box_n2_H30|b000181|13,15|3|13|15|8|1|10|2|8|8|10|10|8,0,0,0|8|8|10,0,0,0|10|10|9|9,9|1|2|1|0|1
000194|box_n2_H30|b000182|13,16|3|13|16|10|1|12|2|10|10|12|12|10,0,0,0|10|10|12,0,0,0|12|12|11|11,11|2|0|2|0|1
000195|box_n2_H30|b000183|13,17|3|13|17|10|1|12|2|10|10|12|12|10,0,0,0|10|10|12,0,0,0|12|12|11|11,11|2|0|2|0|1
000196|box_n2_H30|b000184|13,18|3|13|18|8|1|12|2|8|8|12|12|8,0,0,0|8|8|12,0,0,0|12|12|10|10,10|1|2|1|0|1
000197|box_n2_H30|b000185|13,19|3|13|19|10|1|14|2|10|10|14|14|10,0,0,0|10|10|14,0,0,0|14|14|12|12,12|2|0|2|0|1
000198|box_n2_H30|b000186|13,20|3|13|20|10|1|14|2|10|10|14|14|10,0,0,0|10|10|14,0,0,0|14|14|12|12,12|2|0|2|0|0
000199|box_n2_H30|b000187|13,21|3|13|21|8|1|14|2|8|8|14|14|8,0,0,0|8|8|14,0,0,0|14|14|11|11,11|1|2|1|0|0
000200|box_n2_H30|b000188|13,22|3|13|22|10|1|16|2|10|10|16|16|10,0,0,0|10|10|16,0,0,0|16|16|13|13,13|2|0|2|0|0
000201|box_n2_H30|b000189|13,23|3|13|23|10|1|16|2|10|10|16|16|10,0,0,0|10|10|16,0,0,0|16|16|13|13,13|2|0|2|0|0
000202|box_n2_H30|b000190|13,24|3|13|24|8|1|16|2|8|8|16|16|8,0,0,0|8|8|16,0,0,0|16|16|12|12,12|1|2|1|0|0
000203|box_n2_H30|b000191|13,25|3|13|25|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|2|0|2|0|0
000204|box_n2_H30|b000192|13,27|3|13|27|8|2|18|4|8|8|18|18|8,0,0,0|8|8|18,0,0,0|18|18|13|13,13|1|2|1|0|0
000205|box_n2_H30|b000193|13,28|3|13|28|10|2|20|4|10|10|20|20|10,0,0,0|10|10|20,0,0,0|20|20|15|15,15|2|0|2|0|0
000206|box_n2_H30|b000194|13,29|3|13|29|10|2|20|4|10|10|20|20|10,0,0,0|10|10|20,0,0,0|20|20|15|15,15|2|0|2|0|0
000207|box_n2_H30|b000195|13,30|3|13|30|8|2|20|4|8|8|20|20|8,0,0,0|8|8|20,0,0,0|20|20|14|14,14|1|2|1|0|0
000208|box_n2_H30|b000196|14,15|3|14|15|10|1|10|2|10|10|10|10|10,0,0,0|10|10|10,0,0,0|10|10|10|10,10|1|1|1|0|1
000209|box_n2_H30|b000197|14,17|3|14|17|10|1|12|2|10|10|12|12|10,0,0,0|10|10|12,0,0,0|12|12|11|11,11|2|0|2|0|1
000210|box_n2_H30|b000198|14,19|3|14|19|10|1|14|2|10|10|14|14|10,0,0,0|10|10|14,0,0,0|14|14|12|12,12|2|0|2|0|1
000211|box_n2_H30|b000199|14,23|3|14|23|10|1|16|2|10|10|16|16|10,0,0,0|10|10|16,0,0,0|16|16|13|13,13|2|0|2|0|0
000212|box_n2_H30|b000200|14,25|3|14|25|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|2|0|2|0|0
000213|box_n2_H30|b000201|14,27|3|14|27|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|1|1|1|0|0
000214|box_n2_H30|b000202|14,29|3|14|29|10|2|20|4|10|10|20|20|10,0,0,0|10|10|20,0,0,0|20|20|15|15,15|2|0|2|0|0
000215|box_n2_H30|b000203|15,16|3|15|16|10|1|10|2|10|10|10|10|10,0,0,0|10|10|10,0,0,0|10|10|10|10,10|1|2|1|0|1
000216|box_n2_H30|b000204|15,17|3|15|17|10|1|12|2|10|10|12|12|10,0,0,0|10|10|12,0,0,0|12|12|11|11,11|1|1|1|0|1
000217|box_n2_H30|b000205|15,19|3|15|19|10|1|12|2|10|10|12|12|10,0,0,0|10|10|12,0,0,0|12|12|11|11,11|1|2|1|0|1
000218|box_n2_H30|b000206|15,22|3|15|22|10|1|14|2|10|10|14|14|10,0,0,0|10|10|14,0,0,0|14|14|12|12,12|1|2|1|0|1
000219|box_n2_H30|b000207|15,23|3|15|23|10|1|16|2|10|10|16|16|10,0,0,0|10|10|16,0,0,0|16|16|13|13,13|1|1|1|0|0
000220|box_n2_H30|b000208|15,26|3|15|26|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|1|1|1|0|0
000221|box_n2_H30|b000209|15,28|3|15|28|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|1|2|1|0|0
000222|box_n2_H30|b000210|15,29|3|15|29|10|1|20|2|10|10|20|20|10,0,0,0|10|10|20,0,0,0|20|20|15|15,15|1|1|1|0|0
000223|box_n2_H30|b000211|16,17|3|16|17|12|1|12|2|12|12|12|12|12,0,0,0|12|12|12,0,0,0|12|12|12|12,12|2|0|2|0|1
000224|box_n2_H30|b000212|16,19|3|16|19|12|1|14|2|12|12|14|14|12,0,0,0|12|12|14,0,0,0|14|14|13|13,13|2|0|2|0|1
000225|box_n2_H30|b000213|16,21|3|16|21|10|1|14|2|10|10|14|14|10,0,0,0|10|10|14,0,0,0|14|14|12|12,12|1|2|1|0|1
000226|box_n2_H30|b000214|16,23|3|16|23|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|2|0|2|0|1
000227|box_n2_H30|b000215|16,25|3|16|25|12|1|18|2|12|12|18|18|12,0,0,0|12|12|18,0,0,0|18|18|15|15,15|2|0|2|0|0
000228|box_n2_H30|b000216|16,27|3|16|27|10|1|18|2|10|10|18|18|10,0,0,0|10|10|18,0,0,0|18|18|14|14,14|1|2|1|0|0
000229|box_n2_H30|b000217|16,29|3|16|29|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|2|0|2|0|0
000230|box_n2_H30|b000218|17,18|3|17|18|12|1|12|2|12|12|12|12|12,0,0,0|12|12|12,0,0,0|12|12|12|12,12|1|1|1|0|1
000231|box_n2_H30|b000219|17,19|3|17|19|12|1|14|2|12|12|14|14|12,0,0,0|12|12|14,0,0,0|14|14|13|13,13|2|0|2|0|1
000232|box_n2_H30|b000220|17,20|3|17|20|12|1|14|2|12|12|14|14|12,0,0,0|12|12|14,0,0,0|14|14|13|13,13|2|0|2|0|1
000233|box_n2_H30|b000221|17,21|3|17|21|12|1|14|2|12|12|14|14|12,0,0,0|12|12|14,0,0,0|14|14|13|13,13|1|1|1|0|1
000234|box_n2_H30|b000222|17,22|3|17|22|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|2|0|2|0|1
000235|box_n2_H30|b000223|17,23|3|17|23|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|2|0|2|0|1
000236|box_n2_H30|b000224|17,24|3|17|24|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|1|1|1|0|1
000237|box_n2_H30|b000225|17,25|3|17|25|12|1|18|2|12|12|18|18|12,0,0,0|12|12|18,0,0,0|18|18|15|15,15|2|0|2|0|1
000238|box_n2_H30|b000226|17,26|3|17|26|12|1|18|2|12|12|18|18|12,0,0,0|12|12|18,0,0,0|18|18|15|15,15|2|0|2|0|0
000239|box_n2_H30|b000227|17,27|3|17|27|12|1|18|2|12|12|18|18|12,0,0,0|12|12|18,0,0,0|18|18|15|15,15|1|1|1|0|0
000240|box_n2_H30|b000228|17,28|3|17|28|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|2|0|2|0|0
000241|box_n2_H30|b000229|17,29|3|17|29|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|2|0|2|0|0
000242|box_n2_H30|b000230|17,30|3|17|30|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|1|1|1|0|0
000243|box_n2_H30|b000231|18,19|3|18|19|12|1|12|2|12|12|12|12|12,0,0,0|12|12|12,0,0,0|12|12|12|12,12|1|2|1|0|1
000244|box_n2_H30|b000232|18,23|3|18|23|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|1|1|1|0|1
000245|box_n2_H30|b000233|18,25|3|18|25|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|1|2|1|0|1
000246|box_n2_H30|b000234|18,29|3|18|29|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|1|1|1|0|0
000247|box_n2_H30|b000235|19,20|3|19|20|14|1|14|2|14|14|14|14|14,0,0,0|14|14|14,0,0,0|14|14|14|14,14|2|0|2|0|1
000248|box_n2_H30|b000236|19,21|3|19|21|12|1|14|2|12|12|14|14|12,0,0,0|12|12|14,0,0,0|14|14|13|13,13|1|2|1|0|1
000249|box_n2_H30|b000237|19,22|3|19|22|14|1|16|2|14|14|16|16|14,0,0,0|14|14|16,0,0,0|16|16|15|15,15|2|0|2|0|1
000250|box_n2_H30|b000238|19,23|3|19|23|14|1|16|2|14|14|16|16|14,0,0,0|14|14|16,0,0,0|16|16|15|15,15|2|0|2|0|1
000251|box_n2_H30|b000239|19,24|3|19|24|12|1|16|2|12|12|16|16|12,0,0,0|12|12|16,0,0,0|16|16|14|14,14|1|2|1|0|1
000252|box_n2_H30|b000240|19,25|3|19|25|14|1|18|2|14|14|18|18|14,0,0,0|14|14|18,0,0,0|18|18|16|16,16|2|0|2|0|1
000253|box_n2_H30|b000241|19,26|3|19|26|14|1|18|2|14|14|18|18|14,0,0,0|14|14|18,0,0,0|18|18|16|16,16|2|0|2|0|1
000254|box_n2_H30|b000242|19,27|3|19|27|12|1|18|2|12|12|18|18|12,0,0,0|12|12|18,0,0,0|18|18|15|15,15|1|2|1|0|1
000255|box_n2_H30|b000243|19,28|3|19|28|14|1|20|2|14|14|20|20|14,0,0,0|14|14|20,0,0,0|20|20|17|17,17|2|0|2|0|1
000256|box_n2_H30|b000244|19,29|3|19|29|14|1|20|2|14|14|20|20|14,0,0,0|14|14|20,0,0,0|20|20|17|17,17|2|0|2|0|0
000257|box_n2_H30|b000245|19,30|3|19|30|12|1|20|2|12|12|20|20|12,0,0,0|12|12|20,0,0,0|20|20|16|16,16|1|2|1|0|0
000258|box_n2_H30|b000246|20,21|3|20|21|14|1|14|2|14|14|14|14|14,0,0,0|14|14|14,0,0,0|14|14|14|14,14|1|1|1|0|1
000259|box_n2_H30|b000247|20,23|3|20|23|14|1|16|2|14|14|16|16|14,0,0,0|14|14|16,0,0,0|16|16|15|15,15|2|0|2|0|1
000260|box_n2_H30|b000248|20,27|3|20|27|14|1|18|2|14|14|18|18|14,0,0,0|14|14|18,0,0,0|18|18|16|16,16|1|1|1|0|1
000261|box_n2_H30|b000249|20,29|3|20|29|14|1|20|2|14|14|20|20|14,0,0,0|14|14|20,0,0,0|20|20|17|17,17|2|0|2|0|1
000262|box_n2_H30|b000250|21,22|3|21|22|14|1|14|2|14|14|14|14|14,0,0,0|14|14|14,0,0,0|14|14|14|14,14|1|2|1|0|1
000263|box_n2_H30|b000251|21,23|3|21|23|14|1|16|2|14|14|16|16|14,0,0,0|14|14|16,0,0,0|16|16|15|15,15|1|1|1|0|1
000264|box_n2_H30|b000252|21,25|3|21|25|14|1|16|2|14|14|16|16|14,0,0,0|14|14|16,0,0,0|16|16|15|15,15|1|2|1|0|1
000265|box_n2_H30|b000253|21,26|3|21|26|14|1|18|2|14|14|18|18|14,0,0,0|14|14|18,0,0,0|18|18|16|16,16|1|1|1|0|1
000266|box_n2_H30|b000254|21,29|3|21|29|14|1|20|2|14|14|20|20|14,0,0,0|14|14|20,0,0,0|20|20|17|17,17|1|1|1|0|1
000267|box_n2_H30|b000255|22,23|3|22|23|16|1|16|2|16|16|16|16|16,0,0,0|16|16|16,0,0,0|16|16|16|16,16|2|0|2|0|1
000268|box_n2_H30|b000256|22,25|3|22|25|16|1|18|2|16|16|18|18|16,0,0,0|16|16|18,0,0,0|18|18|17|17,17|2|0|2|0|1
000269|box_n2_H30|b000257|22,27|3|22|27|14|1|18|2|14|14|18|18|14,0,0,0|14|14|18,0,0,0|18|18|16|16,16|1|2|1|0|1
000270|box_n2_H30|b000258|22,29|3|22|29|16|1|20|2|16|16|20|20|16,0,0,0|16|16|20,0,0,0|20|20|18|18,18|2|0|2|0|1
000271|box_n2_H30|b000259|23,24|3|23|24|16|1|16|2|16|16|16|16|16,0,0,0|16|16|16,0,0,0|16|16|16|16,16|1|1|1|0|1
000272|box_n2_H30|b000260|23,25|3|23|25|16|1|18|2|16|16|18|18|16,0,0,0|16|16|18,0,0,0|18|18|17|17,17|2|0|2|0|1
000273|box_n2_H30|b000261|23,26|3|23|26|16|1|18|2|16|16|18|18|16,0,0,0|16|16|18,0,0,0|18|18|17|17,17|2|0|2|0|1
000274|box_n2_H30|b000262|23,27|3|23|27|16|1|18|2|16|16|18|18|16,0,0,0|16|16|18,0,0,0|18|18|17|17,17|1|1|1|0|1
000275|box_n2_H30|b000263|23,28|3|23|28|16|1|20|2|16|16|20|20|16,0,0,0|16|16|20,0,0,0|20|20|18|18,18|2|0|2|0|1
000276|box_n2_H30|b000264|23,29|3|23|29|16|1|20|2|16|16|20|20|16,0,0,0|16|16|20,0,0,0|20|20|18|18,18|2|0|2|0|1
000277|box_n2_H30|b000265|23,30|3|23|30|16|1|20|2|16|16|20|20|16,0,0,0|16|16|20,0,0,0|20|20|18|18,18|1|1|1|0|1
000278|box_n2_H30|b000266|24,25|3|24|25|16|1|16|2|16|16|16|16|16,0,0,0|16|16|16,0,0,0|16|16|16|16,16|1|2|1|0|1
000279|box_n2_H30|b000267|24,29|3|24|29|16|1|20|2|16|16|20|20|16,0,0,0|16|16|20,0,0,0|20|20|18|18,18|1|1|1|0|1
000280|box_n2_H30|b000268|25,26|3|25|26|18|1|18|2|18|18|18|18|18,0,0,0|18|18|18,0,0,0|18|18|18|18,18|2|0|2|0|1
000281|box_n2_H30|b000269|25,27|3|25|27|16|1|18|2|16|16|18|18|16,0,0,0|16|16|18,0,0,0|18|18|17|17,17|1|2|1|0|1
000282|box_n2_H30|b000270|25,28|3|25|28|18|1|20|2|18|18|20|20|18,0,0,0|18|18|20,0,0,0|20|20|19|19,19|2|0|2|0|1
000283|box_n2_H30|b000271|25,29|3|25|29|18|1|20|2|18|18|20|20|18,0,0,0|18|18|20,0,0,0|20|20|19|19,19|2|0|2|0|1
000284|box_n2_H30|b000272|26,27|3|26|27|18|1|18|2|18|18|18|18|18,0,0,0|18|18|18,0,0,0|18|18|18|18,18|1|1|1|0|1
000285|box_n2_H30|b000273|26,29|3|26|29|18|1|20|2|18|18|20|20|18,0,0,0|18|18|20,0,0,0|20|20|19|19,19|2|0|2|0|1
000286|box_n2_H30|b000274|27,28|3|27|28|18|1|18|2|18|18|18|18|18,0,0,0|18|18|18,0,0,0|18|18|18|18,18|1|2|1|0|1
000287|box_n2_H30|b000275|27,29|3|27|29|18|1|20|2|18|18|20|20|18,0,0,0|18|18|20,0,0,0|20|20|19|19,19|1|1|1|0|1
000288|box_n2_H30|b000276|28,29|3|28|29|20|1|20|2|20|20|20|20|20,0,0,0|20|20|20,0,0,0|20|20|20|20,20|2|0|2|0|1
000289|box_n2_H30|b000277|29,30|3|29|30|20|1|20|2|20|20|20|20|20,0,0,0|20|20|20,0,0,0|20|20|20|20,20|1|1|1|0|1
000290|box_n3_H24|b000001|1,2,3|4|2|3|2|2|2|3|4|2|4|2|4,2,0,0|2|2|4,2,0,0|2|2|2|1,2,1|2|0|2|0|0
000291|box_n3_H24|b000002|1,2,4|4|2|4|2|3|4|5|4|2|8|4|4,2,0,0|2|2|8,4,0,0|4|4|2|2,2,2|4|8|4|0|0
000292|box_n3_H24|b000003|1,2,5|4|2|5|2|2|6|5|4|2|12|6|4,2,0,0|2|2|8,2,0,0|6|6|4|2,4,2|2|0|2|0|0
000293|box_n3_H24|b000004|1,2,6|4|2|6|4|2|6|6|8|4|12|6|6,2,0,0|4|4|10,4,0,0|6|6|4|3,4,3|6|12|6|0|0
000294|box_n3_H24|b000005|1,2,7|4|2|7|4|2|6|7|8|4|12|6|4,0,0,0|4|4|10,4,0,0|6|6|4|3,4,3|2|0|2|0|0
000295|box_n3_H24|b000006|1,2,8|4|2|8|0|-1|6|9|0|0|12|6|0,0,0,0|0|0|12,6,0,0|6|6|2|2,2,2|-1|-1|0|0|0
000296|box_n3_H24|b000007|1,2,9|4|2|9|4|2|8|9|8|4|16|8|4,0,0,0|4|4|14,6,0,0|8|8|4|4,4,4|2|0|2|0|0
000297|box_n3_H24|b000008|1,2,10|4|2|10|4|2|10|10|8|4|20|10|6,2,0,0|4|4|18,8,0,0|10|10|6|4,6,4|6|20|6|0|0
000298|box_n3_H24|b000009|1,2,11|4|2|11|2|2|8|11|4|2|16|8|4,2,0,0|2|2|16,8,0,0|8|8|4|3,4,3|2|0|2|0|0
000299|box_n3_H24|b000010|1,2,12|4|2|12|2|3|10|13|4|2|20|10|4,2,0,0|2|2|20,10,0,0|10|10|4|4,4,4|4|24|4|0|0
000300|box_n3_H24|b000011|1,2,13|4|2|13|2|2|12|13|4|2|24|12|4,2,0,0|2|2|20,8,0,0|12|12|6|4,6,4|2|0|2|0|0
000301|box_n3_H24|b000012|1,2,14|4|2|14|4|2|12|14|8|4|24|12|6,2,0,0|4|4|22,10,0,0|12|12|6|5,6,5|6|28|6|0|0
000302|box_n3_H24|b000013|1,2,15|4|2|15|4|2|12|15|8|4|24|12|4,0,0,0|4|4|22,10,0,0|12|12|6|5,6,5|2|0|2|0|0
000303|box_n3_H24|b000014|1,2,16|4|2|16|0|-1|12|17|0|0|24|12|0,0,0,0|0|0|24,12,0,0|12|12|4|4,4,4|-1|-1|0|0|0
000304|box_n3_H24|b000015|1,2,17|4|2|17|4|2|14|17|8|4|28|14|4,0,0,0|4|4|26,12,0,0|14|14|6|6,6,6|2|0|2|0|0
000305|box_n3_H24|b000016|1,2,18|4|2|18|4|2|16|18|8|4|32|16|6,2,0,0|4|4|30,14,0,0|16|16|8|6,8,6|6|36|6|0|0
000306|box_n3_H24|b000017|1,2,19|4|2|19|2|2|14|19|4|2|28|14|4,2,0,0|2|2|28,14,0,0|14|14|6|5,6,5|2|0|2|0|0
000307|box_n3_H24|b000018|1,2,20|4|2|20|2|3|16|21|4|2|32|16|4,2,0,0|2|2|32,16,0,0|16|16|6|6,6,6|4|40|4|0|0
000308|box_n3_H24|b000019|1,2,21|4|2|21|2|2|18|21|4|2|36|18|4,2,0,0|2|2|32,14,0,0|18|18|8|6,8,6|2|0|2|0|0
000309|box_n3_H24|b000020|1,2,22|4|2|22|4|2|18|22|8|4|36|18|6,2,0,0|4|4|34,16,0,0|18|18|8|7,8,7|6|44|6|0|0
000310|box_n3_H24|b000021|1,2,23|4|2|23|4|2|18|23|8|4|36|18|4,0,0,0|4|4|34,16,0,0|18|18|8|7,8,7|2|0|2|0|0
000311|box_n3_H24|b000022|1,2,24|4|2|24|0|-1|18|25|0|0|36|18|0,0,0,0|0|0|36,18,0,0|18|18|6|6,6,6|-1|-1|0|0|0
000312|box_n3_H24|b000023|1,3,4|4|3|4|2|5|2|7|4|2|4|2|6,4,0,0|2|2|6,4,0,0|2|2|2|2,0,2|2|19|2|0|1
000313|box_n3_H24|b000024|1,3,5|4|3|5|3|3|5|5|6|3|10|5|5,2,0,0|3|3|9,4,0,0|5|5|3|3,2,3|3|0|3|0|0
000314|box_n3_H24|b000025|1,3,6|4|3|6|4|3|6|6|8|4|12|6|6,2,0,0|4|4|12,6,0,0|6|6|4|3,4,3|6|8|6|0|0
000315|box_n3_H24|b000026|1,3,7|4|3|7|3|3|5|7|6|3|10|5|5,2,0,0|3|3|11,6,0,0|5|5|3|3,2,3|3|0|3|0|0
000316|box_n3_H24|b000027|1,3,8|4|3|8|2|5|4|14|4|2|8|4|6,4,0,0|2|2|12,8,0,0|4|4|2|2,2,2|2|35|2|0|0
000317|box_n3_H24|b000028|1,3,9|4|3|9|5|3|7|9|10|5|14|7|9,4,0,0|5|5|15,8,0,0|7|7|5|5,2,5|8|12|9|1|0
000318|box_n3_H24|b000029|1,3,10|4|3|10|2|3|8|10|4|2|16|8|4,2,0,0|2|2|16,8,0,0|8|8|4|3,4,3|2|0|2|0|0
000319|box_n3_H24|b000030|1,3,11|4|3|11|5|3|7|11|10|5|14|7|5,0,0,0|5|5|17,10,0,0|7|7|5|5,2,5|3|0|3|0|0
000320|box_n3_H24|b000031|1,3,12|4|3|12|0|-1|6|21|0|0|12|6|0,0,0,0|0|0|18,12,0,0|6|6|2|2,2,2|-1|-1|0|0|0
000321|box_n3_H24|b000032|1,3,13|4|3|13|5|3|9|13|10|5|18|9|5,0,0,0|5|5|21,12,0,0|9|9|5|5,4,5|3|0|3|0|0
000322|box_n3_H24|b000033|1,3,14|4|3|14|2|3|8|14|4|2|16|8|4,2,0,0|2|2|22,14,0,0|8|8|4|3,4,3|2|0|2|0|0
000323|box_n3_H24|b000034|1,3,15|4|3|15|5|3|11|15|10|5|22|11|9,4,0,0|5|5|27,16,0,0|11|11|6|6,4,6|8|20|9|1|0
000324|box_n3_H24|b000035|1,3,16|4|3|16|2|5|8|27|4|2|16|8|6,4,0,0|2|2|24,16,0,0|8|8|4|4,2,4|2|67|2|0|0
000325|box_n3_H24|b000036|1,3,17|4|3|17|3|3|11|17|6|3|22|11|5,2,0,0|3|3|27,16,0,0|11|11|5|5,4,5|3|0|3|0|0
000326|box_n3_H24|b000037|1,3,18|4|3|18|4|3|12|18|8|4|24|12|6,2,0,0|4|4|30,18,0,0|12|12|6|5,6,5|6|24|6|0|0
000327|box_n3_H24|b000038|1,3,19|4|3|19|3|3|11|19|6|3|22|11|5,2,0,0|3|3|29,18,0,0|11|11|5|5,4,5|3|0|3|0|0
000328|box_n3_H24|b000039|1,3,20|4|3|20|2|5|10|34|4|2|20|10|6,4,0,0|2|2|30,20,0,0|10|10|4|4,4,4|2|83|2|0|0
000329|box_n3_H24|b000040|1,3,21|4|3|21|5|3|13|21|10|5|26|13|9,4,0,0|5|5|33,20,0,0|13|13|7|7,4,7|8|28|9|1|0
000330|box_n3_H24|b000041|1,3,22|4|3|22|2|3|14|22|4|2|28|14|4,2,0,0|2|2|34,20,0,0|14|14|6|5,6,5|2|0|2|0|0
